cols 2 1 3 1 4 1 5 1 6 1 7 1 
columbia 3 1 5 5 
column 3 1 5 1 
columns 3 2 4 2 5 8 6 1 7 1 
com 2 1 3 2 4 5 5 12 7 2 
combination 3 1 
combinatorics 2 1 
combine 2 1 3 21 4 29 5 8 6 30 7 22 
combined 4 1 5 2 6 1 7 3 
combines 4 1 5 1 
combining 2 1 4 1 6 1 7 2 
come 2 1 5 1 6 2 7 1 
comedy 5 1 
comer 2 1 
comes 3 1 4 2 
comit 7 2 
comm 4 1 
comma 3 1 
command 3 1 5 4 
commands 4 8 
commas 3 1 
commencement 5 5 
commendable 2 1 3 1 4 1 5 1 6 1 7 1 
comment 3 1 
commentary 4 1 
commentator 5 1 
commented 3 1 
comments 3 3 
commercial 2 1 
commercialize 4 1 6 2 
commission 5 1 
commissioned 5 1 
committee 2 1 3 6 5 3 
common 2 3 3 10 4 14 5 1 
commonly 2 1 3 5 5 2 6 42 
commonplace 2 1 5 2 
commons 2 3 3 3 4 10 5 2 
comms 2 1 
communicating 2 1 3 1 4 1 6 1 7 1 
communication 2 4 4 6 5 2 6 1 
communications 2 12 4 2 5 1 7 3 
communities 5 1 6 1 
community 2 3 3 3 4 3 5 10 6 4 7 4 
comp 3 3 4 2 6 1 7 1 
compact 6 4 
compactpersonalbar 2 1 3 1 4 1 
companies 2 1 
company 2 1 
comparable 6 1 
compared 2 2 7 2 
compares 6 1 
comparing 7 1 
comparison 3 6 4 6 
comparisons 6 4 7 2 
compatibility 3 5 4 4 6 1 7 1 
compatible 3 1 
compcert 3 1 
compete 5 11 6 4 7 4 
competed 5 1 
competes 5 1 
competing 2 1 4 1 
competition 5 2 
competitors 5 1 
compilable 3 1 
compilation 3 3 5 1 
compile 3 7 7 1 
compiled 3 5 4 2 
compiler 2 1 5 1 
compilers 2 1 
compiling 7 1 
complement 2 1 
complementary 2 1 5 3 7 2 
complete 2 1 5 2 6 1 7 2 
completed 4 1 5 1 
completely 3 1 
completion 5 1 
complex 2 5 3 4 4 1 5 1 7 1 
complexes 5 1 
complexities 7 1 
complexity 2 6 4 1 6 2 7 5 
compliance 3 1 6 23 7 9 
compliant 3 1 4 2 
complicate 7 1 
complicated 4 1 6 1 7 2 
component 2 1 4 1 
components 2 2 4 9 5 8 
composed 4 2 7 1 
composition 2 1 3 1 4 1 
compound 3 1 
compressing 2 1 7 1 
compression 2 1 
comprises 5 2 6 1 7 1 
comprising 5 2 
compsci 2 1 
comptologist 2 1 
computability 2 3 
computable 2 1 4 1 
computation 2 30 5 2 6 2 7 3 
computational 2 27 
computationally 2 1 
computations 2 5 3 1 
compute 2 1 6 2 
computed 2 9 3 34 4 38 5 42 6 6 7 18 
computer 1 1 2 235 3 7 4 6 5 5 6 7 7 1 
computerhistory 2 2 
computers 2 19 3 2 6 2 
computes 4 1 5 1 
computics 2 1 
computing 2 46 3 1 
concept 2 1 4 1 
concepts 2 2 4 5 7 2 
conceptual 2 1 
concern 6 1 
concerned 2 1 7 1 
concerning 5 1 
concerns 7 1 
concha 5 1 
concluded 5 1 
concludes 5 1 
concord 5 9 6 6 7 1 
concurrency 2 5 
concurrent 2 4 6 1 
conditional 3 5 
conducted 2 1 
conf 4 1 
conference 2 2 5 5 
conferences 2 7 
confessions 5 1 
config 2 1 3 1 4 1 5 1 6 1 7 1 
configuration 4 2 
configured 4 1 6 2 7 1 
conflict 5 1 
conflicts 4 1 
conform 3 1 
conforming 3 3 
confused 6 1 
congregational 5 1 6 2 7 2 
congress 5 1 6 1 
conjecture 2 1 4 1 5 5 
connect 5 1 
connected 2 2 5 1 7 1 
connecticut 5 7 
connections 2 1 4 1 
connectivity 4 1 
connery 5 1 
connie 5 1 
cons 7 1 
conscious 6 1 
consecutive 5 1 
consequence 3 1 
consequences 3 1 5 2 
consequently 3 1 
conservative 5 2 
conservatives 5 2 
consider 2 1 6 1 
considerable 3 1 4 1 
considerations 6 1 
considered 2 6 3 1 4 1 6 2 
considering 3 1 6 1 
considers 2 4 7 1 
consing 6 1 
consisted 4 1 
consistency 3 1 7 1 
consistent 6 4 
consistently 3 1 5 1 
consisting 2 1 3 1 
consists 2 1 4 1 5 1 7 3 
consortium 4 3 5 1 
conspired 5 1 
const 3 1 
constable 2 1 
constant 3 2 6 19 7 13 
constitution 5 1 6 1 7 1 
constructed 2 1 7 1 
constructing 2 1 7 1 
construction 2 2 5 1 
constructs 3 4 
consultancy 5 2 
consultants 7 1 
consumer 4 1 
contact 2 2 3 4 4 6 5 2 6 8 7 9 
contain 3 4 4 1 7 5 
contained 3 4 4 6 5 1 
container 6 1 
containers 4 1 
containing 2 2 3 2 4 2 5 9 6 2 7 3 
contains 3 6 5 4 6 2 7 10 
conte 2 1 5 2 7 2 
contemporaries 4 1 
contemporary 4 1 
content 2 2 3 1 4 2 5 1 6 2 7 2 
contentious 2 1 6 10 7 2 
contents 2 3 3 3 4 3 5 2 6 4 7 5 
contest 3 1 
context 3 2 
contexts 3 6 
contiguity 7 1 
contiguous 7 1 
contiguously 7 2 
continuation 4 2 
continue 3 3 4 1 5 1 
continued 3 1 
continues 2 1 
continuity 5 1 
continuous 5 1 7 1 
contract 5 1 
contracted 2 1 
contrast 6 2 7 1 
contribute 2 1 
contributed 2 1 4 2 5 1 
contributing 2 1 
contributions 2 2 7 1 
contributors 1 1 
control 2 3 3 7 6 2 7 2 
controlled 4 1 
controversial 5 3 
controversy 5 3 
convenience 3 2 
convenient 2 1 3 2 7 1 
convention 7 10 
conventional 4 1 
conventionally 3 1 
converge 5 1 
convergence 2 1 
conversely 3 1 
conversion 3 3 5 1 
conversions 3 2 
convert 3 1 
converted 3 4 
converting 2 1 3 1 
convinced 2 1 
cookies 5 1 6 1 7 10 
coordinates 5 3 
copenhagen 2 1 
copied 3 2 
copier 1 3 
copies 4 2 6 3 7 1 
copy 1 1 4 1 5 1 
copying 6 1 
copyrights 4 1 
coq 3 1 
core 2 2 4 3 6 2 
corey 5 1 
cormen 6 2 7 2 
cornell 2 1 5 5 
corner 5 1 
corners 7 1 
coroutines 4 1 
corporate 5 1 
corporation 4 1 7 1 
correct 3 1 
correction 2 1 7 1 
correctly 3 1 
correctness 3 1 
correlated 6 1 
correspond 3 1 
correspondence 5 1 
correspondent 5 1 
corresponding 4 1 6 1 
corresponds 6 1 
corrigenda 3 2 4 1 6 1 7 1 
corrupt 3 1 
corruption 3 1 
corsu 2 1 3 2 
cose 4 1 
coso 5 2 6 2 7 2 
cost 2 2 4 2 6 25 7 3 
costly 2 1 5 2 
costs 2 1 6 2 7 1 
could 2 5 3 3 4 4 6 1 7 6 
council 2 1 5 3 
counselor 5 1 
count 2 1 6 1 7 3 
counting 6 3 
countries 2 1 4 2 7 1 
country 2 1 5 4 
county 5 2 
course 5 2 6 1 
courses 2 1 5 2 6 1 
court 4 1 
courts 5 1 
courtyard 5 1 
cover 2 4 3 3 4 3 5 2 6 19 7 13 
covering 2 1 5 3 
covers 3 1 
cp 4 3 
cpl 3 1 
cpu 4 1 
cpython 3 1 
craft 2 1 3 2 
cramer 5 1 
crash 2 1 7 2 
crawford 5 1 
crawfordsville 5 1 
crc 2 1 
create 2 5 3 4 4 6 5 4 6 7 7 11 
created 3 6 4 2 5 2 6 3 7 6 
creates 6 1 
creating 4 1 
creation 2 3 4 2 5 2 
creative 2 1 3 3 4 3 5 2 6 4 7 5 
creativecommons 2 1 3 1 4 1 
creator 3 1 4 3 
creators 3 1 
credited 2 2 5 2 
cricket 5 4 
crimson 5 2 
criterion 5 1 
critical 2 1 4 1 6 1 7 1 
criticised 3 1 
criticism 5 1 
critics 5 2 6 4 7 5 
critique 2 1 5 3 
cron 4 2 
crosby 6 1 
cross 2 2 
crowd 5 1 
crucial 2 1 5 5 
crunching 7 1 
cruz 4 1 
crying 5 1 
cryogenics 2 1 
cryptographic 6 1 
cryptography 2 9 5 2 
crystallize 2 1 
cs 1 2 2 3 6 1 7 1 
csab 2 4 3 4 4 5 5 1 6 4 7 5 
csail 6 1 
cse 2 1 
csh 3 1 
csli 2 1 
csplit 4 1 
css 2 1 3 1 4 1 5 1 
csshover 2 7 3 2 7 3 
csta 2 1 6 1 
cuckoo 6 5 
cue 2 4 
culminating 5 1 
cultural 4 1 
culture 5 1 6 1 7 1 
cum 5 1 7 4 
cumming 4 1 
curly 3 4 
current 2 6 3 3 6 1 
currently 3 1 
curricula 2 6 3 1 
curriculum 2 5 5 1 
curtis 5 1 
customization 5 1 
cut 4 1 
cx 3 1 4 1 6 1 7 1 
cybernetics 2 1 
cycle 2 1 
cyclone 3 1 
cymraeg 2 1 3 2 4 3 6 3 7 3 
d 2 13 3 13 4 10 5 22 6 7 7 5 
da 5 1 
daily 2 1 5 2 
dame 5 1 
dan 4 1 
danger 2 1 
dangerous 3 1 5 1 
dangling 3 1 
daniel 5 4 6 2 
danish 2 1 4 1 
dansk 2 1 3 2 4 3 6 4 7 4 
dart 5 1 
dartmo 5 8 
dartmoose 5 1 
dartmouth 1 2 2 3 
dartmouthsports 5 1 
dartmuth 5 1 
dartmuthensis 5 1 
darwin 4 2 
data 2 26 3 27 4 5 5 1 6 37 7 97 
database 2 1 
databases 2 7 6 1 
datalogy 2 3 
datastructures 6 1 
datatype 3 1 
date 2 2 3 1 5 2 
dated 5 4 
dates 3 2 4 5 5 2 6 3 7 1 
dating 5 2 6 2 7 2 
datum 7 2 
david 2 3 5 5 
davidson 5 1 
davis 5 2 
day 5 2 
days 2 1 5 2 
dblp 2 1 
dbm 6 1 
dc 2 2 3 2 4 4 5 2 
dd 4 1 
dddd 3 2 
de 2 3 3 4 4 2 5 1 6 1 7 2 
dead 2 2 
deal 2 2 3 1 7 1 
deallocate 6 1 
deallocated 3 1 7 1 
deallocation 3 1 6 1 
deals 2 1 
dean 2 1 5 1 
dear 5 1 
debate 5 2 
debian 4 2 
debonis 5 1 
debriefing 5 1 
debt 3 1 6 1 7 2 
debugging 4 4 
debuted 5 1 
dec 2 1 3 1 4 3 5 1 6 1 7 1 
decade 5 3 6 2 7 2 
decades 5 1 
december 2 2 5 3 7 2 
decided 3 1 4 2 5 1 
decimal 3 1 
deciphering 2 1 
decision 2 1 5 1 6 2 7 1 
decisions 4 1 
declaration 3 6 
declarations 3 2 4 2 5 1 6 8 7 17 
declarative 2 1 4 1 6 1 
declare 3 1 4 1 5 1 6 1 7 1 
declared 3 5 5 1 
declaring 3 1 
declension 4 1 
declined 2 1 3 2 4 3 6 3 7 3 
decoration 2 1 3 1 
decrease 6 2 
decreased 6 1 
decreases 6 1 
decreasing 7 2 
decree 4 2 6 1 
decrement 3 2 
decryption 2 3 6 1 
dedicated 2 1 
dedication 5 1 
deductive 2 2 
dee 6 1 
default 2 2 3 3 4 3 5 2 6 4 7 2 
defaulttracking 2 1 3 1 4 1 5 1 6 1 
defeat 5 1 
defense 5 1 
defenseman 5 1 
defensive 5 1 7 2 
defers 3 1 
define 3 1 
defined 2 1 3 8 4 2 6 1 7 1 
defining 4 2 6 1 7 1 
definition 2 1 3 4 4 1 7 1 
definitions 2 1 3 3 5 1 
definitive 2 7 3 19 4 24 5 9 6 26 7 27 
defragmentation 4 1 5 3 
defunct 5 1 
degenerate 6 1 
degrades 6 5 7 3 
degree 2 4 3 1 5 5 
degrees 2 1 4 1 
del 2 1 
delaware 5 1 
delays 6 1 
delegated 3 2 4 1 5 13 6 6 7 3 
delete 6 1 
deleted 6 1 
deleting 7 1 
deletion 6 1 7 10 
deletions 6 1 
delightful 4 1 
delimited 3 1 4 1 
delimiters 3 2 
deliver 4 2 
delta 5 1 
demaine 6 1 
demand 3 1 
demise 5 1 
demonstrated 2 1 3 1 4 1 5 1 6 1 7 1 
demonstrates 7 1 
demonstration 2 1 5 1 6 2 
denial 6 2 7 2 
denning 2 6 
dennis 3 15 4 6 
denominator 3 1 4 1 
denote 4 1 7 1 
denoted 7 1 
denotes 3 1 
density 6 1 7 1 
department 2 2 3 4 4 3 5 1 6 1 7 1 
departments 2 3 4 1 
departure 5 1 
depend 2 1 4 2 
dependent 3 1 4 2 
depending 2 1 
depends 6 1 
depicted 5 1 
deployment 2 1 6 1 
deprecated 2 3 4 3 5 11 6 5 7 6 
depth 7 1 
dereference 3 1 
dereferenced 3 3 7 1 
dereferencing 3 4 4 7 5 2 6 9 7 9 
derivative 4 2 
derivatives 3 1 
derived 2 2 3 2 
derives 3 1 4 1 7 3 
descendants 3 2 4 1 
descending 7 1 
describe 4 1 
described 2 2 4 1 5 1 6 1 
describes 3 1 5 1 
describing 5 1 
description 2 1 3 1 7 1 
desegregate 5 1 
deserto 5 3 
design 1 1 2 17 
designated 3 1 
designates 3 3 
designed 2 1 3 5 4 2 5 5 6 2 
designer 5 2 
designing 2 2 
designs 2 2 5 1 
desirable 3 1 4 1 6 1 
desired 3 1 4 2 
desiring 2 1 6 1 
desktop 2 1 
despicable 5 2 6 17 7 34 
despite 2 3 5 1 
destroy 7 2 
detailed 3 2 4 7 6 1 
detailing 4 1 
details 3 1 
detect 3 2 
detected 3 1 7 1 
detection 2 1 3 1 
determine 3 2 
determined 3 2 5 1 6 2 
determinism 2 1 
deutsch 2 1 4 1 6 1 7 1 
dev 3 1 4 2 6 1 
develop 2 2 3 1 7 1 
developed 2 3 3 4 4 7 7 4 
developer 3 2 4 1 6 3 7 1 
developers 2 1 3 4 4 5 5 1 6 4 7 5 
developing 2 1 3 1 4 1 5 1 6 1 7 1 
development 2 1 4 4 5 8 
developmental 2 1 
developments 3 1 
develops 3 1 5 1 
deviations 6 1 
device 4 7 
devices 2 1 
devise 6 1 
devised 3 1 5 2 
devoted 5 1 
devotion 5 1 
df 4 1 
dht 6 1 
dia 5 2 
diagnostic 3 1 
diagram 6 1 7 4 
diagrams 6 1 
dialects 3 1 
dialogs 2 1 
diapers 4 1 
dick 5 1 
dickey 5 3 
dict 6 1 
dictionaries 2 1 6 1 
dictionary 3 1 
did 3 13 4 3 6 1 7 1 
die 5 2 6 4 7 5 
diego 5 3 
dies 2 1 5 2 
dietlibc 3 1 4 2 6 1 7 1 
diff 4 1 
differ 3 1 
difference 2 2 6 1 
differences 4 1 6 1 
different 2 3 3 5 4 5 5 2 6 6 7 8 
difficult 3 1 
difficulty 5 1 
diffonly 2 1 3 1 4 1 5 1 6 1 7 1 
diffusion 2 1 7 2 
dig 4 1 
digital 2 15 4 2 
digits 3 1 5 1 
dijkstra 2 1 
dimension 7 1 
dimensioned 6 1 
dimensions 7 1 
diminished 6 1 
dinesh 5 1 6 4 
dineshdsouza 5 1 
dining 5 10 
diploma 2 1 6 1 
diplomas 5 2 
direct 4 2 6 1 
directed 6 2 7 1 
direction 4 1 5 1 7 1 
directions 5 1 
directive 3 1 7 11 
directives 3 1 
directly 2 1 3 4 
director 5 1 6 4 7 7 
directories 4 2 7 1 
directory 2 3 4 4 7 3 
dirname 4 1 
disablemail 2 1 3 1 4 1 5 1 6 1 7 1 
disadvantage 6 2 7 3 
disadvantages 6 1 7 2 
disambiguation 3 1 
disappearing 5 1 7 1 
disappointed 5 1 
disapproves 4 1 
disc 6 1 
discarded 3 1 4 3 
discarding 6 1 
disciples 5 1 
disciplinary 2 1 
discipline 2 10 3 1 
disciplines 2 10 
disclaimers 2 1 3 2 4 3 
discovers 5 1 
discrete 6 1 
discuss 3 1 4 2 
discussed 7 1 
discussion 2 2 3 2 4 2 5 2 
discussions 5 1 
disjoint 6 1 7 1 
disk 4 2 5 3 6 4 
dismissed 5 1 
disparity 2 1 3 1 4 1 5 2 
dispenses 6 1 7 2 
displace 6 1 
displaced 6 1 
displacements 6 1 
display 3 1 4 1 5 1 7 1 
displayed 2 1 
disputes 2 1 
disruption 2 1 
disruptive 2 1 
distinct 2 1 
distinction 2 1 3 1 4 1 5 2 
distinguishable 2 1 4 1 
distinguished 3 1 
distribute 4 1 
distributed 2 8 4 1 6 4 
distributing 6 1 
distribution 4 2 6 2 
distributions 4 4 6 4 
distributive 5 4 
districts 2 1 
diverts 3 1 6 1 7 4 
divide 4 1 
divided 2 2 3 2 4 3 5 1 6 4 7 4 
division 2 1 6 1 7 3 
djbx 6 1 
dmy 2 2 6 1 
do 2 1 3 8 4 4 5 3 6 2 7 4 
dobb 3 1 4 3 6 4 
dobbs 3 1 4 1 5 1 6 1 7 1 
doc 4 2 6 1 
docketing 4 1 
doctorate 5 1 
document 4 1 
documentary 5 1 
documentation 2 1 3 1 4 8 5 1 6 1 7 1 
documented 6 1 
documenting 2 1 4 3 
documents 3 1 4 3 5 2 6 1 7 1 
does 2 1 3 6 5 4 6 5 7 3 
doesn 2 1 
doi 2 7 3 2 4 2 6 4 7 4 
dolphins 5 2 
domain 2 1 3 1 4 1 5 1 6 1 7 1 
domains 2 1 
domestic 2 1 
dominant 5 1 
dominic 5 1 
don 6 1 
donahoe 5 1 
donald 2 2 3 1 4 2 6 2 7 2 
donate 2 1 5 1 
donated 5 1 
done 2 1 3 1 4 1 5 2 6 1 7 1 
donors 5 1 
door 5 1 
doran 3 1 
dormitories 5 1 
dos 4 2 6 1 7 1 
double 3 3 5 2 
doubled 6 1 
doubleday 2 1 
doubles 6 1 
doubling 6 1 
doubly 7 1 
doug 6 1 
dougherty 5 1 
douglas 4 2 
dovzan 2 1 3 2 4 3 5 2 6 4 7 4 
down 3 2 5 1 6 1 7 1 
downhill 5 1 
download 2 1 3 2 4 3 5 2 6 4 7 4 
dr 3 2 6 1 7 1 
draft 3 2 6 14 7 3 
dragon 5 1 
dragonfly 4 2 
drake 5 1 
drama 5 1 
dramatic 3 1 
dramatically 6 2 7 11 
drastically 4 1 
dratch 5 1 
drawback 6 2 
drawbacks 6 2 
drawing 2 1 5 1 
drawn 3 4 4 5 5 26 6 1 7 5 
draws 4 1 5 1 
dream 2 2 
driers 4 1 
drinking 5 1 
drive 2 1 4 2 
driver 2 6 3 6 4 3 5 1 
drivers 4 1 
drives 4 1 7 1 
drn 2 2 3 3 4 4 5 2 6 5 7 6 
drones 2 1 
drums 2 1 
dryden 5 1 7 1 
du 4 1 
dual 2 1 
due 3 4 4 1 5 1 
duffy 5 1 
duke 5 1 
duluth 6 1 7 3 
dummy 7 3 
dunham 6 1 
duplicate 6 1 
durand 5 1 
durham 5 2 
during 2 7 3 1 
durrance 5 1 6 2 7 2 
dutchmen 5 1 
dwiggins 5 3 
dwight 5 1 
dynamic 3 9 6 20 7 21 
dynamically 3 5 
dynamics 2 1 
e 2 17 3 18 4 25 5 8 
eace 7 1 
each 2 3 3 5 4 3 5 3 6 22 7 23 
earl 5 3 
earlier 3 1 5 2 
earliest 2 1 5 1 
early 2 6 3 3 6 1 
earn 5 1 
earned 2 1 
earning 5 1 
easier 6 1 7 2 
easily 2 2 3 1 4 2 7 2 
eastern 5 1 6 1 
easy 3 2 4 1 5 1 6 2 7 3 
ebay 5 1 
ebenezer 5 1 
eberhart 5 2 
ecac 5 2 
ecc 2 1 3 1 4 1 5 1 6 1 7 1 
echo 2 24 3 24 4 25 5 24 6 24 7 24 
eclipse 3 1 4 1 
ecological 2 2 
economics 2 1 3 1 5 1 6 1 
economy 2 1 
ecotechnology 2 1 
ed 2 4 3 11 4 4 5 5 6 6 7 5 
ede 2 1 3 1 4 1 5 1 6 1 
eden 2 2 
edge 5 1 7 3 
edifice 5 1 6 1 7 1 
edinburgh 2 1 3 1 4 1 5 1 6 1 7 1 
edit 2 43 3 35 4 23 5 31 6 52 7 45 
edited 2 1 
editfont 2 1 3 1 4 1 5 1 6 1 7 1 
edition 3 3 4 2 7 1 
editondblclick 2 1 3 1 4 1 5 1 6 1 7 1 
editor 2 1 5 1 7 2 
editors 2 1 3 5 7 1 
editsectiononrightclick 2 1 3 1 4 1 5 1 6 1 7 1 
edittoken 2 3 3 2 4 3 5 5 6 4 7 12 
edsac 2 1 
edsger 2 1 
edu 1 1 2 6 3 3 4 1 5 4 6 2 7 1 
educate 5 1 6 3 7 14 
educating 5 1 
education 2 14 3 2 
educational 2 3 3 3 4 1 6 4 7 8 
educationally 2 1 
educators 5 1 
edward 5 1 
edwin 2 2 5 1 
eecs 2 1 3 3 4 2 6 1 7 1 
eesti 2 1 3 2 
effect 3 3 5 1 6 1 
effective 6 4 
effectively 2 1 3 1 4 1 
effectiveness 2 1 
effects 2 1 3 2 6 1 
efficiency 2 2 3 2 6 1 7 1 
efficient 2 4 7 1 
efficiently 2 1 3 1 4 1 5 1 6 1 7 1 
effort 2 1 3 1 4 5 5 1 
efforts 2 2 5 2 
egfdl 2 1 3 1 
eglibc 3 1 4 1 6 1 7 1 
eight 5 1 
einarsson 5 1 
eisele 5 1 
eisenhower 5 1 
either 3 6 
el 5 1 
elaboration 6 1 
eleazar 5 1 
elect 5 2 
elected 5 5 
election 5 2 7 2 
electric 4 1 
electrical 2 6 
electro 2 1 
electronic 2 6 
electronics 2 2 7 1 
elects 5 1 
element 2 1 3 7 7 18 
elementary 2 2 7 1 
elements 2 1 3 4 4 2 6 12 7 12 
elf 4 1 
eligible 5 1 
eliminate 7 1 
eliminated 4 1 7 1 
eliminating 6 1 
elliot 5 1 
else 2 1 4 1 
elsewhere 5 1 
email 2 12 3 12 4 12 5 12 6 12 7 12 
emait 2 1 3 2 4 3 6 3 7 3 
embedded 2 1 3 10 4 1 
emblem 5 1 
emerge 3 1 4 1 
emerged 4 1 5 2 
emergence 2 1 
emerging 2 1 3 2 4 1 5 12 7 3 
emili 2 1 
emily 5 1 
emissions 5 1 
emmanuel 6 2 7 1 
emmy 5 1 
emory 5 1 
emphasis 2 4 4 3 5 5 
emphasize 2 3 
emphasized 5 2 6 1 7 1 
empirical 2 1 
empirically 6 1 
employs 2 1 
empty 2 2 6 6 7 22 
emulate 4 1 
emulated 7 1 
en 2 9 3 8 4 9 5 7 
enable 2 3 3 2 4 2 5 3 6 2 7 3 
enabled 2 3 3 1 4 1 5 1 6 1 7 1 
enchantress 2 1 5 2 
enclosed 3 1 
enclosing 3 1 
encoded 2 1 3 1 
encoding 3 1 
encompasses 2 1 4 2 5 2 
encourage 3 1 5 1 
encouraged 4 1 
encouraging 2 2 
encryption 2 2 5 1 6 4 7 2 
encyclop 5 2 
encyclopaedia 2 1 
encyclopedia 1 6 2 5 3 3 4 2 5 3 6 2 7 2 
end 3 8 5 2 6 2 7 14 
ended 6 2 7 2 
endianness 3 1 
endowed 5 1 6 3 
endowment 5 6 6 1 7 1 
endowments 5 1 6 1 
ends 5 1 
endurance 5 3 
enduring 5 1 
energy 2 3 5 1 
enfield 5 1 
enforced 3 1 
engage 5 1 
engine 2 7 6 1 
engineer 2 1 5 1 
engineering 2 3 3 4 5 1 7 1 
engineers 2 2 5 2 
engines 2 11 3 1 4 1 5 1 
england 5 9 
englewood 3 3 
english 2 2 3 4 4 6 5 6 6 6 7 6 
engraved 5 1 6 1 
engraver 5 1 
engraving 5 1 
enhancements 3 1 
enigma 2 3 5 2 7 4 
enlarged 6 1 
enlarging 5 2 
enotifminoredits 2 1 3 2 6 2 
enotifrevealaddr 2 1 5 1 
enotifusertalkpages 2 1 3 1 4 1 6 1 7 1 
enotifwatchlistpages 2 1 
enough 2 2 
enroll 5 1 
enrollment 5 1 
ensure 2 1 3 1 6 2 
ensures 6 1 7 2 
ensuring 7 1 
entering 2 1 
enterprise 2 1 4 3 
entertainment 2 2 5 1 
enthusiasm 5 1 
entire 3 2 4 2 5 1 6 1 7 3 
entirely 2 1 5 1 
entities 4 2 
entitled 2 1 5 2 
entity 4 1 
entrepreneurship 5 1 6 3 
entries 2 2 
entry 2 1 3 2 
enum 3 4 
enumerate 6 1 
enumerated 3 2 5 41 
enumerating 7 1 
enumeration 6 1 
env 4 1 5 1 
environment 2 1 3 2 4 10 
environmental 2 3 3 1 4 1 6 5 7 5 
environments 3 2 4 1 6 1 7 1 
enwiki 2 2 3 2 4 2 5 2 
ep 2 4 3 4 4 4 5 4 6 4 7 4 
ephemeralization 2 1 
epistemic 2 1 4 1 6 1 7 2 
epistemologist 2 1 
epistemology 2 1 
epoch 2 1 4 1 
eqn 4 1 
equal 3 1 
equality 3 2 4 1 5 1 6 1 
equestrian 5 1 6 1 7 1 
equipment 2 1 4 1 
equivalence 3 1 
er 7 1 
era 4 1 
erase 2 1 
erases 6 1 
erasing 6 1 
erdrich 5 1 
erection 5 1 
eric 3 1 4 1 
erik 6 1 7 1 
ernest 5 8 
error 2 1 3 4 4 1 
errors 2 2 3 5 4 1 5 2 6 1 7 1 
ershov 6 1 
es 5 1 6 1 
esalen 5 1 
escalation 2 1 
escape 3 1 
escapes 3 1 
esfahani 5 1 
espa 2 1 3 2 4 3 5 1 6 4 7 4 
especially 2 1 3 1 4 1 6 2 7 2 
esperanto 3 1 4 2 6 2 7 2 
espn 5 1 
essence 2 1 6 3 7 1 
essential 2 2 4 1 6 1 
essentially 3 1 4 3 5 3 6 3 7 3 
establish 3 1 5 1 6 5 7 1 
established 2 1 
establishing 5 1 
establishment 5 1 
establishments 5 3 
estimated 5 1 
estreme 2 1 3 1 4 1 6 1 7 1 
et 3 1 5 2 
etc 2 1 3 1 4 3 
eterms 2 1 3 1 4 1 5 1 
ethics 2 1 
eugene 5 1 
europe 2 3 
european 5 1 
euskara 2 1 
evaluate 3 2 
evaluated 3 3 6 1 
evaluating 3 2 4 1 
evaluation 2 3 3 3 
evaluations 3 1 
evaluative 2 1 4 3 5 6 6 1 
evangelist 2 1 
evans 5 1 
even 2 1 3 6 4 3 6 13 7 4 
event 3 1 7 1 
eventlogger 2 1 3 2 4 3 5 1 6 4 7 5 
events 2 2 3 1 4 3 5 3 6 3 7 2 
eventually 2 2 3 1 4 13 
ever 7 2 
everett 5 1 
every 2 2 
everyone 4 1 
everything 4 1 
evolution 2 1 
evolutionary 2 2 
evolved 4 2 
ex 4 1 5 2 
exacerbate 2 1 
exact 3 1 
exactly 6 2 
exam 2 1 
examine 6 1 
examined 6 1 
examines 2 1 
examining 2 1 
example 2 2 3 15 4 1 
examples 6 1 
exceed 6 1 7 1 
exceeded 7 1 
exceeds 6 2 
except 6 1 
exception 3 2 
exceptionally 7 1 
exceptions 3 2 
excessive 6 1 
exchange 2 1 7 1 
exchanged 2 1 
executable 3 1 4 1 
executed 3 1 4 1 5 1 6 1 7 1 
executing 2 1 
execution 3 8 
executive 5 2 
executives 5 1 
exhibit 3 1 6 2 
exhibits 3 1 
exist 3 2 7 2 
existed 2 1 5 1 
existing 3 1 
exists 4 1 5 1 
exit 3 1 4 2 
exited 3 1 
exokernel 4 1 
exotic 3 1 
expand 5 2 6 2 
expanded 5 1 
expanding 4 1 
expansion 6 3 
expectation 2 1 3 1 5 2 
expectations 4 1 
expected 6 3 7 1 
expects 6 3 7 1 
expense 4 1 
expensive 4 1 7 4 
experience 5 1 6 1 
experienced 5 1 
experiment 7 1 
experimental 2 1 3 1 4 2 5 1 6 1 7 1 
experimentation 2 1 
expert 2 1 
expertise 2 2 
experts 2 1 
explained 7 1 
explanation 6 1 7 1 
explanatory 5 1 
explicit 2 1 3 1 
explicitly 3 5 
exploration 2 1 5 1 
explore 2 3 3 4 4 4 5 1 6 13 7 3 
explores 2 1 
explosion 4 1 
export 2 1 6 3 7 1 
expr 4 1 
express 2 1 3 2 4 1 6 1 7 1 
expressed 2 2 
expression 2 3 3 11 6 1 
expressions 3 7 5 1 6 12 
ext 2 13 3 21 4 29 5 13 6 37 7 46 
extend 7 1 
extended 3 1 6 10 
extendible 6 1 
extending 3 1 
extends 2 1 7 1 
extendwatchlist 2 1 3 1 
extension 3 3 6 1 7 1 
extensions 3 5 
extensive 3 1 4 1 5 1 6 1 7 1 
extent 2 1 3 1 4 1 
extern 3 1 
external 2 9 3 6 4 6 5 7 7 1 
externally 3 1 5 2 
extra 6 1 
extract 7 1 
extremely 6 4 
f 2 3 3 4 4 5 
fa 5 1 
